borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude,point,in_nyc,in_borough,bct2020,total_complaints,closest_subway,closest_subway_line,subway_count_tenth_mi,subway_count_half_mi,subway_count_one_mi,subway_count_two_five_mi,hist_dist_name,in_hist_dist,closest_park,name_closest_park,park_count_tenth_mi,park_count_half_mi,park_count_one_mi,park_count_two_five_mi,pop_20,hhpop_20p,gq_20p,instgq_20p,avhhsz_20,popu18_20p,hsp_20p,wnh_20p,bnh_20p,anh_20p,onh_20p,nh2pl_20p,hunits_20,ochu_20p,vachu_20p
STATEN ISLAND,5168700,708,OCEAN TERRACE,520272428,10301,2017-01-19,CORPORATION,N,40.60821,-74.101753,POINT (-74.101753 40.60821),1.0,STATEN ISLAND,5017701,107,1.0591179907863715,SIR,0,0,0,15,none,0,0.12577639101822438,Deere Park,0,6,16,83,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5170381,704,OCEAN TERRACE,520272400,10301,2017-01-19,CORPORATION,N,40.608087,-74.101663,POINT (-74.101663 40.608087),1.0,STATEN ISLAND,5017701,107,1.051584137935125,SIR,0,0,0,15,none,0,0.12657169922878309,Deere Park,0,6,16,83,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5169012,130,SCHMIDTS LANE,520270386,10314,2017-05-08,PARTNERSHIP,N,40.609299,-74.117292,POINT (-74.117292 40.609299),1.0,STATEN ISLAND,5017701,66,1.894447941752624,SIR,0,0,0,12,none,0,0.0637929661854344,Sports Park,3,9,14,72,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5169014,452,SLOSSON AVENUE,520273310,10314,2017-05-08,PARTNERSHIP,N,40.609094,-74.116463,POINT (-74.116463 40.609094),1.0,STATEN ISLAND,5017701,65,1.8480628354429527,SIR,0,0,0,12,none,0,0.07578119942672079,Park,1,9,14,72,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5169013,446,SLOSSON AVENUE,520273329,10314,2017-05-08,PARTNERSHIP,N,40.609195,-74.116499,POINT (-74.116499 40.609195),1.0,STATEN ISLAND,5017701,58,1.8535627207705918,SIR,0,0,0,12,none,0,0.07014955578005806,Park,1,9,14,72,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5169011,126,SCHMIDTS LANE,520270395,10314,2017-05-08,PARTNERSHIP,N,40.60931,-74.117205,POINT (-74.117205 40.60931),1.0,STATEN ISLAND,5017701,68,1.8914612027182105,SIR,0,0,0,12,none,0,0.06828225376900944,Sports Park,2,9,14,72,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5170202,95,HEWITT AVE,520317489,10301,2018-05-02,CORPORATION,N,40.607756,-74.099649,POINT (-74.099649 40.607756),1.0,STATEN ISLAND,5017701,10,0.9380386455069994,SIR,0,0,1,15,none,0,0.19914152485383807,Reed's Basket Willow Swamp Park,0,4,17,82,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5170201,93,HEWITT AVE,520317498,10301,2018-05-02,CORPORATION,N,40.607789,-74.099653,POINT (-74.099653 40.607789),1.0,STATEN ISLAND,5017701,28,0.9390212832797002,SIR,0,0,1,16,none,0,0.20074934498105498,Reed's Basket Willow Swamp Park,0,4,17,82,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5170282,27,SPRING  STREET,520316104,10304,2018-07-25,PARTNERSHIP,N,40.6034,-74.09369,POINT (-74.09369 40.6034),1.0,STATEN ISLAND,5017701,42,0.5588804921506871,SIR,0,0,3,16,none,0,0.16498758727678195,Naples Playground,0,4,19,80,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5171429,29,WITTEMAN PLACE,520363614,10301,2019-09-05,PARTNERSHIP,N,40.60916,-74.101675,POINT (-74.101675 40.60916),1.0,STATEN ISLAND,5017701,30,1.078909770394772,SIR,0,0,0,16,none,0,0.1625810921299984,Deere Park,0,6,17,85,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5171430,33,WITTEMAN PLACE,520363598,10301,2019-09-05,PARTNERSHIP,N,40.609245,-74.101686,POINT (-74.101686 40.609245),1.0,STATEN ISLAND,5017701,30,1.081803024714005,SIR,0,0,0,16,none,0,0.16561836260544996,Deere Park,0,6,17,85,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5174628,31,WITTEMAN PLACE,520363605,10301,2019-09-05,PARTNERSHIP,N,40.609204,-74.101679,POINT (-74.101679 40.609204),1.0,STATEN ISLAND,5017701,30,1.0803169232790653,SIR,0,0,0,16,none,0,0.16420559391416845,Deere Park,0,6,17,85,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5165679,68,DALEMERE ROAD,520398481,10304,2020-06-12,CORPORATION,N,40.596175,-74.103305,POINT (-74.103305 40.596175),1.0,STATEN ISLAND,5017701,21,0.663970447654327,SIR,0,0,8,14,none,0,0.06073302376944714,Reed's Basket Willow Swamp Park,1,2,10,70,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5171870,8,MADIGAN PLACE,520452466,10304,2020-09-14,INDIVIDUAL,N,40.604156,-74.094854,POINT (-74.094854 40.604156),1.0,STATEN ISLAND,5017701,27,0.6242010664582169,SIR,0,0,3,15,none,0,0.23501756509614136,Naples Playground,0,4,19,81,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5169180,149,DOUGLAS ROAD,540184058,10304,2020-12-02,CORPORATION,N,40.606876,-74.09592,POINT (-74.09592 40.606876),1.0,STATEN ISLAND,5017701,3,0.7217325536530325,SIR,0,0,3,16,none,0,0.24842043521554577,South Clove Road Cemetery,0,7,19,81,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5017092,527,OCEAN TERRACE,520452377,10301,2021-02-24,INDIVIDUAL,N,40.603326,-74.102704,POINT (-74.102704 40.603326),1.0,STATEN ISLAND,5017701,4,0.9780562480626329,SIR,0,0,2,17,none,0,0.024205087972345826,Reed's Basket Willow Swamp Park,1,3,17,81,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
STATEN ISLAND,5022412,66,DALEMERE ROAD,520398472,10304,2020-06-16,CORPORATION,N,40.596206,-74.103272,POINT (-74.103272 40.596206),1.0,STATEN ISLAND,5017701,21,0.6648390178052322,SIR,0,0,8,14,none,0,0.060244142896409496,Reed's Basket Willow Swamp Park,1,2,10,70,4724,0.995,0.005,0.0,3.03,0.19,0.062,0.713,0.008,0.1889999999999999,0.004,0.023,1639,0.945,0.055
QUEENS,4618523,116-15A,14 ROAD,421639230,11356,2019-09-13,PARTNERSHIP,N,40.78471,-73.851016,POINT (-73.851016 40.78471),1.0,QUEENS,4092900,129,2.1587354339342064,7,0,0,0,17,none,0,0.07882580726223458,Playground 115,1,6,9,108,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4097993,116-15,14 ROAD,421639212,11356,2019-09-13,PARTNERSHIP,N,40.78471,-73.851016,POINT (-73.851016 40.78471),1.0,QUEENS,4092900,129,2.1587354339342064,7,0,0,0,17,none,0,0.07882580726223458,Playground 115,1,6,9,108,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4607561,120-09,9 AVENUE,421264562,11356,2016-11-18,INDIVIDUAL,N,40.78943,-73.84773,POINT (-73.84773 40.78943),1.0,QUEENS,4092900,100,2.3793722065489886,7,0,0,0,10,none,0,0.12619574052333596,Poppenhusen Park,0,6,13,97,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4607560,120-13,9 AVENUE,421300942,11356,2016-11-18,INDIVIDUAL,N,40.78943,-73.847697,POINT (-73.847697 40.78943),1.0,QUEENS,4092900,100,2.3786387998038023,7,0,0,0,10,none,0,0.12480586855469683,Poppenhusen Park,0,6,13,97,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4618844,14-11,113 STREET,421155001,11356,2017-03-14,INDIVIDUAL,N,40.785453,-73.854159,POINT (-73.854159 40.785453),1.0,QUEENS,4092900,92,2.2869183443619243,7,0,0,0,17,none,0,0.0739741067942451,Playground 115,1,4,10,110,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4596893,14-15,113 STREET,421154565,11356,2017-03-14,INDIVIDUAL,N,40.78542,-73.854156,POINT (-73.854156 40.78542),1.0,QUEENS,4092900,92,2.2845264102050042,7,0,0,0,17,none,0,0.07374923641263696,Playground 115,1,4,10,110,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4618909,110-12,14 ROAD,421469404,11356,2018-03-21,PARTNERSHIP,N,40.784484,-73.856595,POINT (-73.856595 40.784484),1.0,QUEENS,4092900,101,2.249843069489067,7,0,0,0,17,none,0,0.21017976238471553,Playground 115,0,2,9,109,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4618908,110-10,14 ROAD,421469397,11356,2018-03-21,PARTNERSHIP,N,40.784484,-73.85661,POINT (-73.85661 40.784484),1.0,QUEENS,4092900,101,2.250064416375899,7,0,0,0,17,none,0,0.21098845307298425,Playground 115,0,2,9,109,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4622927,115-16,14 AVENUE,421563383,11356,2018-05-10,CORPORATION,N,40.785768,-73.852086,POINT (-73.852086 40.785768),1.0,QUEENS,4092900,127,2.255556779127869,7,0,0,0,14,none,0,0.027772083239507472,Playground 115,1,5,10,108,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4617977,115-18,14 AVENUE,421559343,11356,2018-05-16,CORPORATION,N,40.785768,-73.852071,POINT (-73.852071 40.785768),1.0,QUEENS,4092900,137,2.2551164118669886,7,0,0,0,14,none,0,0.028348659568640792,Playground 115,1,5,10,108,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4620705,14-17,117 ST,421743126,11356,2020-06-18,INDIVIDUAL,N,40.785226,-73.850372,POINT (-73.850372 40.785226),1.0,QUEENS,4092900,138,2.172519201868628,7,0,0,0,17,none,0,0.11189213098965532,Playground 115,0,6,10,108,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4622993,14-19,117 ST,421743117,11356,2020-07-21,INDIVIDUAL,N,40.785168,-73.850368,POINT (-73.850368 40.785168),1.0,QUEENS,4092900,138,2.1687614228636134,7,0,0,0,17,none,0,0.11191138514814977,Playground 115,0,6,10,108,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
QUEENS,4619380,14-08,119 STREET,421918875,11356,2021-10-05,INDIVIDUAL,N,40.785528,-73.848638,POINT (-73.848638 40.785528),1.0,QUEENS,4092900,157,2.144869981288737,7,0,0,0,14,none,0,0.10328180261436874,College Point Park,0,6,10,102,7638,0.998,0.002,0.0,3.13,0.216,0.456,0.203,0.012,0.308,0.0069999999999999,0.0139999999999999,2564,0.949,0.051
BROOKLYN,3176489,1789,WEST 12TH STREET,321803713,11223,2018-12-10,INDIVIDUAL,N,40.603401,-73.984551,POINT (-73.984551 40.603401),1.0,BROOKLYN,3042800,132,0.24156560958536624,N,0,7,32,120,none,0,0.1625027702519536,Ketchum Triangle,0,5,24,99,4290,0.963,0.037,0.0,2.7,0.188,0.081,0.53,0.021,0.316,0.006,0.046,1581,0.969,0.031
BROOKLYN,3429013,125,KINGS HIGHWAY,340752714,11223,2021-04-26,CORPORATION,N,40.606017,-73.986866,POINT (-73.986866 40.606017),1.0,BROOKLYN,3042800,174,0.3547194746393694,N,0,7,34,115,none,0,0.07644167217946853,Seth Low Playground/ Bealin Square,1,2,24,101,4290,0.963,0.037,0.0,2.7,0.188,0.081,0.53,0.021,0.316,0.006,0.046,1581,0.969,0.031
BROOKLYN,3016952,520,17 STREET,320355138,11215,2018-12-10,INDIVIDUAL,N,40.657783,-73.981482,POINT (-73.981482 40.657783),1.0,BROOKLYN,3016900,164,0.14745571055518128,F,0,7,28,206,none,0,0.047165063156768175,Park,1,15,31,199,4459,0.999,0.001,0.0,2.23,0.1889999999999999,0.179,0.604,0.031,0.122,0.011,0.054,2093,0.954,0.046
BROOKLYN,3016953,522,17 STREET,321148628,11215,2018-12-10,INDIVIDUAL,N,40.657756,-73.981435,POINT (-73.981435 40.657756),1.0,BROOKLYN,3016900,170,0.14760815063120133,F,0,7,27,206,none,0,0.04720729183919284,Park,1,15,31,199,4459,0.999,0.001,0.0,2.23,0.1889999999999999,0.179,0.604,0.031,0.122,0.011,0.054,2093,0.954,0.046
BROOKLYN,3833716,532,17TH STREET,340763533,11215,2022-04-27,INDIVIDUAL,N,40.657613,-73.981201,POINT (-73.981201 40.657613),1.0,BROOKLYN,3016900,162,0.14998486761041485,F,0,7,25,205,none,0,0.04717560606975982,Park,1,15,31,199,4459,0.999,0.001,0.0,2.23,0.1889999999999999,0.179,0.604,0.031,0.122,0.011,0.054,2093,0.954,0.046
QUEENS,4103376,154-33,12 AVENUE,421609833,11357,2018-12-10,INDIVIDUAL,N,40.791531,-73.806883,POINT (-73.806883 40.791531),1.0,QUEENS,4098700,52,2.588579629349153,7,0,0,0,0,none,0,0.05812433112629689,Whitestone Playground,1,4,12,63,2543,1.0,0.0,0.0,2.74,0.2,0.15,0.591,0.006,0.233,0.0069999999999999,0.013,985,0.941,0.059
QUEENS,4607507,154-43,9 AVE,421227130,11357,2016-10-07,INDIVIDUAL,N,40.793691,-73.806574,POINT (-73.806574 40.793691),1.0,QUEENS,4098700,66,2.736992279547787,7,0,0,0,0,none,0,0.10403610303648947,Whitestone Playground,0,3,10,67,2543,1.0,0.0,0.0,2.74,0.2,0.15,0.591,0.006,0.233,0.0069999999999999,0.013,985,0.941,0.059
QUEENS,4607506,154-39,9 AVE,421223919,11357,2016-10-11,INDIVIDUAL,N,40.793691,-73.806577,POINT (-73.806577 40.793691),1.0,QUEENS,4098700,66,2.7369190504193917,7,0,0,0,0,none,0,0.10392559560447376,Whitestone Playground,0,3,10,67,2543,1.0,0.0,0.0,2.74,0.2,0.15,0.591,0.006,0.233,0.0069999999999999,0.013,985,0.941,0.059
QUEENS,4102997,151-28,12 ROAD,421561474,11357,2018-03-30,INDIVIDUAL,N,40.790449,-73.81126,POINT (-73.81126 40.790449),1.0,QUEENS,4098700,63,2.413697057308545,7,0,0,0,10,none,0,0.13403353680709013,Whitestone Playground,0,5,12,67,2543,1.0,0.0,0.0,2.74,0.2,0.15,0.591,0.006,0.233,0.0069999999999999,0.013,985,0.941,0.059
QUEENS,4615603,152-35,13 AVE,421527208,11357,2019-04-16,INDIVIDUAL,N,40.789919,-73.809167,POINT (-73.809167 40.789919),1.0,QUEENS,4098700,39,2.4267071499989568,7,0,0,0,7,none,0,0.09949023554883277,Whitestone Playground,1,5,13,66,2543,1.0,0.0,0.0,2.74,0.2,0.15,0.591,0.006,0.233,0.0069999999999999,0.013,985,0.941,0.059
BRONX,2129119,1074,WASHINGTON AVENUE,210178038,10456,2019-06-14,CORPORATION,Y,40.827907,-73.908769,POINT (-73.908769 40.827907),1.0,BRONX,2018501,699,0.6646075402845694,B-D,0,0,56,212,none,0,0.0879382683394934,Franklin Triangle,1,42,111,400,3076,0.931,0.069,0.008,2.45,0.273,0.467,0.023,0.476,0.008,0.011,0.016,1203,0.971,0.0289999999999999
BRONX,2001224,972,WASHINGTON AVENUE,210178966,10456,2019-10-30,CORPORATION,Y,40.825487,-73.910106,POINT (-73.910106 40.825487),1.0,BRONX,2018501,962,0.6199908398156391,2-5,0,0,53,218,none,0,0.05992659427646921,Triangle,2,39,96,405,3076,0.931,0.069,0.008,2.45,0.273,0.467,0.023,0.476,0.008,0.011,0.016,1203,0.971,0.0289999999999999
BRONX,2130488,481,EAST 164TH STREET,210180070,10456,2020-03-03,PARTNERSHIP,N,40.825777,-73.909657,POINT (-73.909657 40.825777),1.0,BRONX,2018501,954,0.6161430696661578,2-5,0,0,54,217,none,0,0.0876299423119728,Triangle,2,39,94,404,3076,0.931,0.069,0.008,2.45,0.273,0.467,0.023,0.476,0.008,0.011,0.016,1203,0.971,0.0289999999999999
BRONX,2001305,3401,3RD AVENUE,210179518,10456,2020-03-11,CORPORATION,Y,40.828457,-73.906973,POINT (-73.906973 40.828457),1.0,BRONX,2018501,1353,0.6907939649264992,2-5,0,0,39,214,none,0,0.03003189422363761,Estella Diggs Park,3,34,111,395,3076,0.931,0.069,0.008,2.45,0.273,0.467,0.023,0.476,0.008,0.011,0.016,1203,0.971,0.0289999999999999
BRONX,2047377,1950,HOBART AVENUE,220626482,10461,2018-10-19,INDIVIDUAL,N,40.850515,-73.831169,POINT (-73.831169 40.850515),1.0,BRONX,2030000,259,0.25046176170341394,6,0,8,11,37,none,0,0.17300028612207474,Colucci Playground,0,4,15,82,6591,0.997,0.003,0.0,2.42,0.203,0.488,0.313,0.075,0.088,0.0139999999999999,0.023,2837,0.957,0.043
BRONX,2127428,2889,E 197 STREET,220518679,10461,2017-04-27,INDIVIDUAL,N,40.854597,-73.831693,POINT (-73.831693 40.854597),1.0,BRONX,2030000,143,0.2751030447911798,6,0,5,10,36,none,0,0.019126576319830852,Hutchinson River Parkway,1,4,12,78,6591,0.997,0.003,0.0,2.42,0.203,0.488,0.313,0.075,0.088,0.0139999999999999,0.023,2837,0.957,0.043
BRONX,2047830,2115,BURR AVE,220629951,10461,2019-08-01,INDIVIDUAL,N,40.854968,-73.828171,POINT (-73.828171 40.854968),1.0,BRONX,2030000,126,0.1530504049607742,6,0,5,10,35,none,0,0.005820178548175928,Pelham Bay Park,2,4,10,75,6591,0.997,0.003,0.0,2.42,0.203,0.488,0.313,0.075,0.088,0.0139999999999999,0.023,2837,0.957,0.043
QUEENS,4149036,61-11,172 ST,421551323,11365,2018-12-10,INDIVIDUAL,N,40.737666,-73.797336,POINT (-73.797336 40.737666),1.0,QUEENS,4122300,88,1.9594422052018097,F,0,0,0,47,none,0,0.17711402055799055,Fresh Meadows Playground,0,5,12,103,3822,1.0,0.0,0.0,3.14,0.208,0.145,0.252,0.0139999999999999,0.56,0.009,0.019,1280,0.951,0.049
QUEENS,4149003,61-43,171 ST,421885188,11365,2019-10-25,CORPORATION,N,40.737689,-73.798238,POINT (-73.798238 40.737689),1.0,QUEENS,4122300,68,1.973747591431809,F,0,0,0,52,none,0,0.19617651999938152,Fresh Meadows Playground,0,4,12,102,3822,1.0,0.0,0.0,3.14,0.208,0.145,0.252,0.0139999999999999,0.56,0.009,0.019,1280,0.951,0.049
QUEENS,4622947,61-41,171 ST,421886926,11365,2019-10-25,CORPORATION,N,40.737689,-73.798238,POINT (-73.798238 40.737689),1.0,QUEENS,4122300,68,1.973747591431809,F,0,0,0,52,none,0,0.19617651999938152,Fresh Meadows Playground,0,4,12,102,3822,1.0,0.0,0.0,3.14,0.208,0.145,0.252,0.0139999999999999,0.56,0.009,0.019,1280,0.951,0.049
QUEENS,4622946,61-39,171 ST,421860668,11365,2019-10-25,CORPORATION,N,40.737689,-73.798238,POINT (-73.798238 40.737689),1.0,QUEENS,4122300,68,1.973747591431809,F,0,0,0,52,none,0,0.19617651999938152,Fresh Meadows Playground,0,4,12,102,3822,1.0,0.0,0.0,3.14,0.208,0.145,0.252,0.0139999999999999,0.56,0.009,0.019,1280,0.951,0.049
QUEENS,4623471,61-39,166 STREET,440654515,11365,2021-06-23,PARTNERSHIP,N,40.737865,-73.802734,POINT (-73.802734 40.737865),1.0,QUEENS,4122300,92,2.0392397750772306,F,0,0,0,59,none,0,0.14432395397085523,Electric Playground,0,4,13,100,3822,1.0,0.0,0.0,3.14,0.208,0.145,0.252,0.0139999999999999,0.56,0.009,0.019,1280,0.951,0.049
QUEENS,4623814,61-37,166 STREET,440654506,11365,2021-06-23,PARTNERSHIP,N,40.737865,-73.802734,POINT (-73.802734 40.737865),1.0,QUEENS,4122300,92,2.0392397750772306,F,0,0,0,59,none,0,0.14432395397085523,Electric Playground,0,4,13,100,3822,1.0,0.0,0.0,3.14,0.208,0.145,0.252,0.0139999999999999,0.56,0.009,0.019,1280,0.951,0.049
STATEN ISLAND,5170980,37A,OAKVILLE STREET,520337092,10314,2018-12-10,PARTNERSHIP,N,40.598912,-74.132574,POINT (-74.132574 40.598912),1.0,STATEN ISLAND,5027302,72,1.9237649492019202,SIR,0,0,0,14,none,0,0.06648495530286826,Blood Root Valley,1,1,11,61,4242,0.999,0.001,0.0,3.29,0.306,0.075,0.672,0.0289999999999999,0.2,0.011,0.013,1410,0.913,0.087
STATEN ISLAND,5170983,35B,OAKVILLE STREET,520337109,10314,2018-12-10,PARTNERSHIP,N,40.59891,-74.132509,POINT (-74.132509 40.59891),1.0,STATEN ISLAND,5027302,71,1.9212871873463109,SIR,0,0,0,15,none,0,0.06449805994865378,Blood Root Valley,1,1,11,61,4242,0.999,0.001,0.0,3.29,0.306,0.075,0.672,0.0289999999999999,0.2,0.011,0.013,1410,0.913,0.087
STATEN ISLAND,5170982,35A,OAKVILLE STREET,520337118,10314,2018-12-10,PARTNERSHIP,N,40.59891,-74.132509,POINT (-74.132509 40.59891),1.0,STATEN ISLAND,5027302,71,1.9212871873463109,SIR,0,0,0,15,none,0,0.06449805994865378,Blood Root Valley,1,1,11,61,4242,0.999,0.001,0.0,3.29,0.306,0.075,0.672,0.0289999999999999,0.2,0.011,0.013,1410,0.913,0.087
STATEN ISLAND,5170981,37B,OAKVILLE STREET,520337083,10314,2018-12-10,PARTNERSHIP,N,40.598912,-74.132574,POINT (-74.132574 40.598912),1.0,STATEN ISLAND,5027302,72,1.9237649492019202,SIR,0,0,0,14,none,0,0.06648495530286826,Blood Root Valley,1,1,11,61,4242,0.999,0.001,0.0,3.29,0.306,0.075,0.672,0.0289999999999999,0.2,0.011,0.013,1410,0.913,0.087
STATEN ISLAND,5034158,939,FOREST HILL ROAD,520313517,10314,2017-11-29,INDIVIDUAL,N,40.599905,-74.140128,POINT (-74.140128 40.599905),1.0,STATEN ISLAND,5027302,43,2.269582124915439,SIR,0,0,0,7,none,0,0.32045983041376724,Westwood Park,0,3,9,64,4242,0.999,0.001,0.0,3.29,0.306,0.075,0.672,0.0289999999999999,0.2,0.011,0.013,1410,0.913,0.087
STATEN ISLAND,5169701,941,FOREST HILL ROAD,520313526,10314,2017-11-29,INDIVIDUAL,N,40.599806,-74.140117,POINT (-74.140117 40.599806),1.0,STATEN ISLAND,5027302,43,2.264291546292235,SIR,0,0,0,7,none,0,0.3258882518545042,Westwood Park,0,3,9,63,4242,0.999,0.001,0.0,3.29,0.306,0.075,0.672,0.0289999999999999,0.2,0.011,0.013,1410,0.913,0.087
STATEN ISLAND,5034154,19,DOROTHY STREET,520370875,10314,2020-01-30,CORPORATION,N,40.598663,-74.138735,POINT (-74.138735 40.598663),1.0,STATEN ISLAND,5027302,31,2.151584116464653,SIR,0,0,0,11,none,0,0.260771595595712,Blood Root Valley,0,3,10,61,4242,0.999,0.001,0.0,3.29,0.306,0.075,0.672,0.0289999999999999,0.2,0.011,0.013,1410,0.913,0.087
BROOKLYN,3425958,1406,OCEAN PARKWAY,321748276,11230,2019-04-25,CORPORATION,N,40.614468,-73.968639,POINT (-73.968639 40.614468),1.0,BROOKLYN,3044000,150,0.29229567976808196,F,0,6,29,126,none,0,0.00540950463517552,Ocean Parkway Malls,1,5,18,110,2878,0.997,0.003,0.0,3.2,0.311,0.132,0.73,0.01,0.092,0.013,0.023,974,0.92,0.08
STATEN ISLAND,5170519,80,WESTBROOK AVENUE,520334585,10303,2019-03-14,PARTNERSHIP,N,40.626469,-74.151268,POINT (-74.151268 40.626469),1.0,STATEN ISLAND,5023900,110,4.098360111035553,SIR,0,0,0,0,none,0,0.11637655833518863,Graniteville Quarry Park,0,4,15,52,3605,0.995,0.005,0.0,3.22,0.209,0.434,0.216,0.191,0.109,0.017,0.034,1179,0.946,0.054
STATEN ISLAND,5170518,76,WESTBROOK AVENUE,520334594,10303,2019-03-14,PARTNERSHIP,N,40.626455,-74.151146,POINT (-74.151146 40.626455),1.0,STATEN ISLAND,5023900,95,4.092680063536593,SIR,0,0,0,0,none,0,0.1212697411194826,Graniteville Quarry Park,0,4,15,52,3605,0.995,0.005,0.0,3.22,0.209,0.434,0.216,0.191,0.109,0.017,0.034,1179,0.946,0.054
STATEN ISLAND,5170517,74,WESTBROOK AVENUE,520334601,10303,2019-03-14,PARTNERSHIP,N,40.626447,-74.151084,POINT (-74.151084 40.626447),1.0,STATEN ISLAND,5023900,95,4.089751227225977,SIR,0,0,0,0,none,0,0.12379378009831814,Graniteville Quarry Park,0,4,15,52,3605,0.995,0.005,0.0,3.22,0.209,0.434,0.216,0.191,0.109,0.017,0.034,1179,0.946,0.054
STATEN ISLAND,5169205,283,GRANITE AVENUE,520302958,10303,2017-08-15,CORPORATION,N,40.629024,-74.149685,POINT (-74.149685 40.629024),1.0,STATEN ISLAND,5023900,116,4.102839336112952,SIR,0,0,0,0,none,0,0.19883415215256803,Willowbrook Parkway,0,5,13,53,3605,0.995,0.005,0.0,3.22,0.209,0.434,0.216,0.191,0.109,0.017,0.034,1179,0.946,0.054
STATEN ISLAND,5170276,271,WALKER STREET,520383503,10303,2020-01-16,PARTNERSHIP,N,40.631501,-74.148617,POINT (-74.148617 40.631501),1.0,STATEN ISLAND,5023900,295,4.0793149253030805,SIR,0,0,0,0,none,0,0.14407496815968718,Willowbrook Parkway,0,5,13,50,3605,0.995,0.005,0.0,3.22,0.209,0.434,0.216,0.191,0.109,0.017,0.034,1179,0.946,0.054
